Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Make,Bicycle_Value,cluster
HYBRID,UNISEX,BLACK,UNKNOWN,500,cluster_25
HYBRID,UNISEX,BLACK,UNKNOWN,500,cluster_25
TOURING,MEN'S,BLACK,FIXATION,1200,cluster_5
MOUNTAIN,MEN'S,BLACK,GIANT,800,cluster_37
OTHER,MEN'S,GRAY,WALMART - HYPER,150,cluster_12
HYBRID,MEN'S,GRAY,OTHER,200,cluster_12
MOUNTAIN,MEN'S,GRAY,OTHER,200,cluster_12
OTHER,MEN'S,RED,JAMIS,500,cluster_5
HYBRID,UNISEX,RED,SUPERCYCLE,350,cluster_25
HYBRID,WOMEN'S,SILK,TREK,950,cluster_21
OTHER,WOMEN'S,WHITE,NORC,500,cluster_15
HYBRID,WOMEN'S,WHITE,NORC,500,cluster_21
OTHER,WOMEN'S,WHITE,NORC,500,cluster_15
HYBRID,WOMEN'S,YELLOW,CANNONDALE,1000,cluster_21
OTHER,WOMEN'S,YELLOW,CANNONDALE,1000,cluster_15
MOUNTAIN,MEN'S,BLACK,GT,700,cluster_37
MOUNTAIN,MEN'S,BLACK,GIANT,1100,cluster_37
HYBRID,MEN'S,BLUE,UNKNOWN,700,cluster_35
OTHER,WOMEN'S,PURPLE,HILAND,400,cluster_15
REGULAR,MEN'S,RED,TREK,800,cluster_29
MOUNTAIN,MEN'S,RED,GRAND TALON,800,cluster_8
HYBRID,MEN'S,BLACK,DECATHLON,800,cluster_31
MOUNTAIN,MEN'S,BLACK,JAMIS DAKAR,1300,cluster_37
MOUNTAIN,MEN'S,BLACK,JAMIS DAKAR,1300,cluster_37
RACER,MEN'S,BLACK,UNKNOWN,600,cluster_16
HYBRID,MEN'S,BLUE,GIANT,600,cluster_35
HYBRID,MEN'S,GRAY,MARIN,500,cluster_12
MOUNTAIN,MEN'S,ORANGE,GT,400,cluster_8
MOUNTAIN,WOMEN'S,PURPLE,RALEIGH,569.99,cluster_11
HYBRID,MEN'S,WHITE,KUOTA,1200,cluster_3
OTHER,MEN'S,BLACK,TREK,12000,cluster_19
MOUNTAIN,MEN'S,BLACK,TREK,12000,cluster_19
HYBRID,UNISEX,GREEN,NORCO,200,cluster_25
OTHER,MEN'S,GRAY,GT,799,cluster_12
MOUNTAIN,MEN'S,WHITE,TREK,1000,cluster_28
MOUNTAIN,MEN'S,BLACK,MARIN,700,cluster_37
REGULAR,UNISEX,BLACK,SUPERCYCLE,200,cluster_6
MOUNTAIN,CHILD'S,BLACK,BMX,555,cluster_13
HYBRID,MEN'S,BLACK,UNKNOWN,300,cluster_31
MOUNTAIN,MEN'S,BLACK,UNKNOWN,300,cluster_37
MOUNTAIN,MEN'S,BLUE,DIAMONDBACK,674.99,cluster_7
HYBRID,UNISEX,BLUE,COLUMBIA,178,cluster_25
REGULAR,MEN'S,BLACK,GT,499,cluster_24
OTHER,MEN'S,GRAY,TREK,5000,cluster_33
MOUNTAIN,UNISEX,BLACK,OPUS,800,cluster_13
BMX,MEN'S,WHITE,GIANT,200,cluster_26
MOUNTAIN,MEN'S,GRAY,OTHER,1000,cluster_12
MOUNTAIN,MEN'S,BLACK,RALE,200,cluster_37
HYBRID,MEN'S,BLACK,UNKNOWN,200,cluster_31
MOUNTAIN,MEN'S,BLACK,NORCO,167,cluster_37
MOUNTAIN,MEN'S,BLACK,RALE,200,cluster_37
MOUNTAIN,MEN'S,BLACK,TREK,500,cluster_37
HYBRID,MEN'S,BLACK,SCOTT,150,cluster_31
MOUNTAIN,MEN'S,BLACK,VELO SPORT,150,cluster_37
OTHER,CHILD'S,BLACK,UNKNOWN,200,cluster_5
MOUNTAIN,MEN'S,BLACK,KONA,806,cluster_37
OTHER,UNISEX,WHITE,DINLING,400,cluster_32
TOURING,WOMEN'S,BEIGE,LOUIS GARNEAU,200,cluster_18
OTHER,MEN'S,BLACK,TREK,700,cluster_5
MOUNTAIN,WOMEN'S,BLACK,GIANT LIV,700,cluster_11
TOURING,MEN'S,BLUE,TREK,250,cluster_22
HYBRID,MEN'S,BLUE,TRIBAN,750,cluster_35
OTHER,MEN'S,BLUE,TRIBAN,750,cluster_22
HYBRID,UNISEX,BLUE,UNKNOWN,200,cluster_25
RACER,MEN'S,GRAY,TREK,1000,cluster_16
HYBRID,MEN'S,RED,MIYA,1000,cluster_30
MOUNTAIN,MEN'S,RED,MIYA,1000,cluster_8
REGULAR,WOMEN'S,WHITE,TREK,1000,cluster_38
HYBRID,WOMEN'S,WHITE,TREK,1000,cluster_21
HYBRID,MEN'S,ORANGE,SPORTEK,500,cluster_30
RACER,WOMEN'S,PURPLE,UNKNOWN,2000,cluster_34
MOUNTAIN,MEN'S,RED,OTHER,500,cluster_8
MOUNTAIN,UNISEX,YELLOW,NORCO,800,cluster_2
REGULAR,WOMEN'S,BLACK,TREK,500,cluster_38
RACER,WOMEN'S,BLACK,TREK,500,cluster_18
MOUNTAIN,MEN'S,BLACK,CANONDALE,600,cluster_37
HYBRID,MEN'S,BLACK,DEVINCI,1000,cluster_17
MOUNTAIN,MEN'S,BLUE,DEVINCI,600,cluster_7
MOUNTAIN,MEN'S,BLUE,DEVINCI,600,cluster_7
REGULAR,MEN'S,BLUE,TREK,830,cluster_29
OTHER,MEN'S,BLUE,TREK,830,cluster_22
MOUNTAIN,WOMEN'S,RED,KHS,1800,cluster_34
OTHER,MEN'S,WHITE,NAKAMURA,500,cluster_5
REGULAR,UNISEX,BLACK,SUPER,175,cluster_6
MOUNTAIN,UNISEX,BLACK,SUPER,175,cluster_13
REGULAR,UNISEX,BLACK,SUPER,175,cluster_6
RACER,MEN'S,BLACK,GIANT,900,cluster_16
MOUNTAIN,MEN'S,BLACK,EVO,670,cluster_37
HYBRID,MEN'S,WHITE,SCHWINN,300,cluster_3
HYBRID,MEN'S,BLACK,GIANT,750,cluster_17
HYBRID,MEN'S,BLACK,SUPERCYCLE,399,cluster_31
HYBRID,MEN'S,BLACK,TREK,600,cluster_17
MOUNTAIN,UNISEX,BLACK,GIANT,954,cluster_13
REGULAR,UNISEX,BLACK,UNKNOWN,500,cluster_6
OTHER,MEN'S,BLUE,GIANT,650,cluster_22
MOUNTAIN,MEN'S,GREEN,CANADIAN TIRE,600,cluster_8
HYBRID,MEN'S,GREEN,CANNONDALE QUIC,800,cluster_30
MOUNTAIN,MEN'S,RED,SUPERCYCLE,200,cluster_8
OTHER,MEN'S,BLACK,DCO,450,cluster_5
REGULAR,MEN'S,GRAY,VELO,1250,cluster_29
MOUNTAIN,WOMEN'S,PURPLE,SPECIALIZED,800,cluster_11
HYBRID,UNISEX,RED,UNKNOWN,200,cluster_25
MOUNTAIN,WOMEN'S,RED,INFI,500,cluster_20
MOUNTAIN,WOMEN'S,RED,INFI,500,cluster_20
REGULAR,MEN'S,RED,KUNSTADT -,200,cluster_29
MOUNTAIN,MEN'S,TURQUOISE,PURE FIX,200,cluster_8
HYBRID,MEN'S,WHITE,ORYX,300,cluster_3
MOUNTAIN,MEN'S,BLACK,UNKNOWN,800,cluster_37
HYBRID,MEN'S,BLACK,RALEIGH,300,cluster_31
HYBRID,MEN'S,BLACK,UNKNOWN,700,cluster_31
OTHER,MEN'S,BLACK,BRODIE,500,cluster_5
REGULAR,WOMEN'S,BLACK,RIDLEY,3300,cluster_36
OTHER,WOMEN'S,BLACK,RIDLEY,3300,cluster_36
RACER,WOMEN'S,GRAY,NORCO,500,cluster_18
HYBRID,WOMEN'S,GRAY,NORCO,500,cluster_21
MOUNTAIN,UNISEX,GRAY,ROCKRIDER,1600,cluster_2
OTHER,MEN'S,RED,SCHWINN,800,cluster_5
HYBRID,WOMEN'S,WHITE,SPECIALIZED,500,cluster_21
MOUNTAIN,UNISEX,BEIGE,ROCKY MOUNTAIN,1400,cluster_2
HYBRID,WOMEN'S,BLACK,GIAN,800,cluster_0
OTHER,WOMEN'S,GREEN,CONCORDE,100,cluster_15
MOUNTAIN,UNISEX,GREEN,GILLES BERTRAND,1200,cluster_23
OTHER,MEN'S,ORANGE,GT,650,cluster_5
MOUNTAIN,WOMEN'S,WHITE,GIANT,250,cluster_28
TOURING,MEN'S,WHITE,UNKNOWN,550,cluster_3
MOUNTAIN,WOMEN'S,BLACK,GIANT,4000,cluster_9
RACER,MEN'S,BLACK,GT,800,cluster_16
HYBRID,CHILD'S,BLACK,MOVELLO,200,cluster_31
MOUNTAIN,CHILD'S,BLACK,MOVELLO,200,cluster_13
HYBRID,MEN'S,BLACK,HILAND,1000,cluster_17
HYBRID,MEN'S,BLACK,DE VINVI,400,cluster_31
HYBRID,MEN'S,BLACK,GIANT,700,cluster_17
RACER,WOMEN'S,BLACK,BPWIN,1200,cluster_34
BMX,WOMEN'S,BLACK,BPWIN,1200,cluster_34
MOUNTAIN,UNISEX,BLACK,RALEIGH,800,cluster_13
MOUNTAIN,UNISEX,BLACK,STEVENS,1250,cluster_13
HYBRID,UNISEX,BLACK,RALEIGH,800,cluster_25
HYBRID,UNISEX,BLACK,STEVENS,1250,cluster_25
REGULAR,CHILD'S,RED,GIAN,400,cluster_29
MOUNTAIN,CHILD'S,RED,GIAN,400,cluster_20
MOUNTAIN,UNISEX,SILK,UNKNOWN,120,cluster_2
MOUNTAIN,MEN'S,BLUE,ZZZ,800,cluster_7
REGULAR,WOMEN'S,SILK,GIANT,3000,cluster_36
HYBRID,WOMEN'S,TURQUOISE,TREK,1100,cluster_21
HYBRID,WOMEN'S,BLACK,NORCO,800,cluster_0
HYBRID,MEN'S,BLACK,DCO,600,cluster_31
HYBRID,MEN'S,BLACK,TREK,500,cluster_17
REGULAR,MEN'S,BLUE,GARNEAU,499.99,cluster_29
HYBRID,MEN'S,GRAY,UNKNOWN,800,cluster_12
MOUNTAIN,MEN'S,BLACK,YUEBM,800,cluster_37
OTHER,MEN'S,BLACK,RALEIGH,430,cluster_5
REGULAR,MEN'S,BLACK,DIADORA,500,cluster_24
HYBRID,MEN'S,BLACK,SPECIALIZED,1200,cluster_17
HYBRID,MEN'S,BLACK,SPEC,655,cluster_31
MOUNTAIN,MEN'S,BLACK,SPEC,655,cluster_37
HYBRID,MEN'S,BLACK,SPEC,655,cluster_31
HYBRID,MEN'S,BLUE,TREK,1200,cluster_35
HYBRID,MEN'S,GRAY,GT,600,cluster_12
HYBRID,WOMEN'S,BLUE,DIAMONDBACK,674.99,cluster_21
MOUNTAIN,UNISEX,BLACK,UNKNOWN,700,cluster_13
MOUNTAIN,UNISEX,BLACK,UNKNOWN,500,cluster_13
HYBRID,UNISEX,RED,GIANT,1200,cluster_25
TOURING,MEN'S,WHITE,SPECIALIZED,1250,cluster_3
REGULAR,UNISEX,BLACK,TESLICA,2000,cluster_10
HYBRID,MEN'S,BLACK,GIANT,350,cluster_31
REGULAR,UNISEX,BLACK,TREK,1000,cluster_6
MOUNTAIN,UNISEX,BLACK,TREK,1000,cluster_13
MOUNTAIN,WOMEN'S,GREEN,GIANT,900,cluster_11
MOUNTAIN,WOMEN'S,GREEN,GIANT,900,cluster_11
HYBRID,MEN'S,GRAY,GIANT,300,cluster_12
HYBRID,MEN'S,GRAY,CAN NORTH,700,cluster_12
HYBRID,MEN'S,GRAY,ROCK RIDER,750,cluster_12
MOUNTAIN,CHILD'S,WHITE,CCM,400,cluster_28
REGULAR,CHILD'S,WHITE,CCM,400,cluster_38
REGULAR,MEN'S,WHITE,GIANT,500,cluster_29
HYBRID,WOMEN'S,BLACK,GIANT,983,cluster_0
HYBRID,MEN'S,BLACK,ROCKRIDER,700,cluster_31
MOUNTAIN,MEN'S,BLACK,UNIVEGA,800,cluster_37
HYBRID,MEN'S,WHITE,ROCKY MOUNTAIN,750,cluster_3
MOUNTAIN,MEN'S,BLACK,DIADORA,200,cluster_37
MOUNTAIN,MEN'S,GRAY,TREK,1000,cluster_12
OTHER,CHILD'S,BLUE,DIAMONDBACK,75,cluster_22
BMX,CHILD'S,BLUE,DIAMONDBACK,75,cluster_26
HYBRID,MEN'S,PURPLE,PACIFIC CYCLE,140,cluster_30
BMX,CHILD'S,YELLOW,COASTER,200,cluster_26
RACER,MEN'S,BLUE,GT,1000,cluster_16
OTHER,MEN'S,BLUE,GT,1000,cluster_22
RACER,MEN'S,BLUE,GT,1100,cluster_16
OTHER,MEN'S,BLUE,GT,1100,cluster_22
MOUNTAIN,MEN'S,GREEN,GIAN,6000,cluster_33
TOURING,UNISEX,RED,OPUS URBANO,1200,cluster_32
REGULAR,MEN'S,BLACK,GHOST,800,cluster_24
OTHER,WOMEN'S,BLUE,SPECIALIZED,1000,cluster_15
MOUNTAIN,MEN'S,GRAY,"SUPER CYCLE, GR",250,cluster_12
MOUNTAIN,UNISEX,GRAY,SCHWINN,200,cluster_2
RACER,WOMEN'S,SILK,OTHER,200,cluster_18
MOUNTAIN,MEN'S,BLACK,SIRRUS,1500,cluster_14
MOUNTAIN,UNISEX,BLUE,GIANT,800,cluster_2
MOUNTAIN,MEN'S,BLUE,SUNPEED ZERO,650,cluster_7
MOUNTAIN,UNISEX,BLACK,SPEC,400,cluster_13
HYBRID,UNISEX,BLACK,SPEC,400,cluster_25
HYBRID,WOMEN'S,GREEN,RALE,600,cluster_21
MOUNTAIN,MEN'S,WHITE,SCOTT,1600,cluster_14
RACER,MEN'S,BLACK,TREC,350,cluster_16
MOUNTAIN,MEN'S,GRAY,UNKNOWN,800,cluster_12
MOUNTAIN,MEN'S,GREEN,HYPER,270,cluster_8
MOUNTAIN,UNISEX,GREEN,FELT,3000,cluster_10
MOUNTAIN,WOMEN'S,BLUE,GT,1000,cluster_11
MOUNTAIN,UNISEX,RED,GIANT,900,cluster_2
MOUNTAIN,UNISEX,RED,UNKNOWN,300,cluster_2
MOUNTAIN,UNISEX,RED,UNKNOWN,300,cluster_2
RACER,UNISEX,GRAY,DECATHLON,300,cluster_27
MOUNTAIN,UNISEX,GRAY,DECATHLON,300,cluster_2
HYBRID,MEN'S,BLACK,GIANT,1700,cluster_17
HYBRID,MEN'S,BLACK,HYPER BICYCLES,252,cluster_31
MOUNTAIN,UNISEX,WHITE,DIADORA,200,cluster_2
HYBRID,MEN'S,YELLOW,ROAD BIKE,750,cluster_30
HYBRID,MEN'S,BLACK,MARIN,600,cluster_31
OTHER,UNISEX,BLUE,LOUIS GARNEAU,500,cluster_32
MOUNTAIN,WOMEN'S,GRAY,GIANT,200,cluster_11
RACER,MEN'S,BLACK,EVO,300,cluster_16
MOUNTAIN,MEN'S,BLACK,NORC,800,cluster_37
MOUNTAIN,MEN'S,BLACK,SCOTT,4200,cluster_9
MOUNTAIN,MEN'S,BLACK,SCOTT,4200,cluster_9
HYBRID,MEN'S,BLACK,KONA,1000,cluster_17
MOUNTAIN,WOMEN'S,BLUE,PEUG,800,cluster_11
REGULAR,MEN'S,BLACK,CANNONDALE,1000,cluster_24
MOUNTAIN,MEN'S,BLACK,CANNONDALE,1000,cluster_37
RACER,MEN'S,BLACK,UNKNOWN,1500,cluster_16
RACER,MEN'S,BLACK,UNKNOWN,1500,cluster_16
RACER,MEN'S,BLUE,STEELWOOL,3500,cluster_9
MOUNTAIN,MEN'S,BLUE,STEELWOOL,3500,cluster_9
RACER,MEN'S,BLACK,GIANT,900,cluster_16
HYBRID,UNISEX,BLACK,TREK,1000,cluster_25
OTHER,MEN'S,GRAY,MINELLI,900,cluster_12
OTHER,MEN'S,GREEN,EURO,700,cluster_5
OTHER,WOMEN'S,SILK,SPEC,750,cluster_15
REGULAR,MEN'S,WHITE,SPECIALIZED,1000,cluster_29
HYBRID,WOMEN'S,RED,SPEC,1400,cluster_21
REGULAR,WOMEN'S,RED,SPEC,1400,cluster_34
MOUNTAIN,MEN'S,WHITE,SCHW,800,cluster_28
MOUNTAIN,MEN'S,BLUE,ELECTRA,690,cluster_7
REGULAR,MEN'S,BLUE,ELECTRA,690,cluster_29
MOUNTAIN,CHILD'S,BLUE,UNKNOWN,804,cluster_7
REGULAR,UNISEX,BLUE,RALEIGH TRACKER,750,cluster_6
HYBRID,MEN'S,BRONZE,ROCKY MOUNTAIN,800,cluster_30
REGULAR,MEN'S,BLUE,SUPER WINTER TI,130,cluster_29
REGULAR,MEN'S,BLUE,SUPER WINTER TI,130,cluster_29
HYBRID,WOMEN'S,RED,TREK,1230,cluster_21
REGULAR,WOMEN'S,RED,TREK,1230,cluster_34
HYBRID,MEN'S,WHITE,GIAN,200,cluster_3
HYBRID,MEN'S,WHITE,GIAN,200,cluster_3
RACER,UNISEX,BLACK,MEC,150,cluster_27
REGULAR,CHILD'S,BLACK,HUFFY,169.99,cluster_24
MOUNTAIN,MEN'S,BLUE,DECATHLON,800,cluster_7
MOUNTAIN,MEN'S,GREEN,COLUMBIA,200,cluster_8
MOUNTAIN,MEN'S,GRAY,GIANT,1600,cluster_14
HYBRID,MEN'S,MAROON,GT,900,cluster_30
MOUNTAIN,MEN'S,BLACK,KUNDSTADT,800,cluster_37
MOUNTAIN,CHILD'S,RED,CANNONDALE,300,cluster_20
HYBRID,MEN'S,RED,TREK,1000,cluster_30
HYBRID,MEN'S,SILK,RIVERSIDE,400,cluster_30
HYBRID,MEN'S,BLACK,GIAN,1500,cluster_17
HYBRID,UNISEX,BLACK,SPORTEK,150,cluster_25
MOUNTAIN,MEN'S,GRAY,GIAN,1500,cluster_14
OTHER,WOMEN'S,BLACK,UNKNOWN,500,cluster_15
REGULAR,MEN'S,BLUE,RALEIGH,700,cluster_29
OTHER,WOMEN'S,TURQUOISE,MARIN,667,cluster_15
MOUNTAIN,WOMEN'S,TURQUOISE,MARIN,667,cluster_11
HYBRID,MEN'S,YELLOW,ROCM,1400,cluster_30
HYBRID,MEN'S,YELLOW,ROCM,1400,cluster_30
HYBRID,MEN'S,BLACK,BTWIN,470,cluster_31
HYBRID,MEN'S,BLACK,BTWIN,470,cluster_31
HYBRID,MEN'S,BLUE,BIANCHI,400,cluster_35
RACER,WOMEN'S,BLUE,UNKNOWN,200,cluster_18
OTHER,WOMEN'S,GRAY,UNKNOWN,125,cluster_15
HYBRID,UNISEX,PURPLE,SCHWINN,200,cluster_25
REGULAR,MEN'S,BLACK,GIANT,1920,cluster_39
OTHER,MEN'S,BLACK,GIANT,1920,cluster_39
OTHER,WOMEN'S,BLACK,FUJI,1500,cluster_34
OTHER,WOMEN'S,BLACK,FUJI,1500,cluster_34
RACER,MEN'S,GRAY,UNKNOWN,800,cluster_16
REGULAR,MEN'S,GRAY,UNKNOWN,800,cluster_29
OTHER,MEN'S,BLUE,TREK,2000,cluster_39
HYBRID,MEN'S,BLACK,HYPER BEAR,400,cluster_31
MOUNTAIN,CHILD'S,BLUE,STONERIDGE,200,cluster_7
MOUNTAIN,WOMEN'S,BLUE,UNKNOWN,500,cluster_11
REGULAR,WOMEN'S,WHITE,UNKNOWN,1000,cluster_38
REGULAR,WOMEN'S,GRAY,DAVINCI,800,cluster_38
OTHER,WOMEN'S,WHITE,UNKNOWN,1000,cluster_15
REGULAR,MEN'S,BLACK,NORTHROCK,1300,cluster_24
OTHER,WOMEN'S,WHITE,UNKNOWN,1000,cluster_15
REGULAR,MEN'S,BLACK,OTHER,160,cluster_24
HYBRID,MEN'S,BLACK,CANNONDALE,2989.34,cluster_9
OTHER,MEN'S,BLUE,RALEIGH,250,cluster_22
REGULAR,MEN'S,BLUE,RIDLEY,2250,cluster_39
HYBRID,MEN'S,BLACK,CANNONDALE,2989.34,cluster_9
REGULAR,MEN'S,SILK,REID,700,cluster_29
OTHER,MEN'S,RED,MADONE,1344.35,cluster_5
REGULAR,MEN'S,RED,MADONE,1344.35,cluster_29
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,1200,cluster_37
REGULAR,WOMEN'S,WHITE,TREK,700,cluster_38
OTHER,MEN'S,BLACK,MEC,750,cluster_5
OTHER,WOMEN'S,WHITE,TREK,700,cluster_15
HYBRID,MEN'S,BLACK,MEC,750,cluster_31
HYBRID,MEN'S,BLUE,TREK,5000,cluster_33
REGULAR,MEN'S,BLUE,TREK,5000,cluster_33
HYBRID,MEN'S,BLACK,GIAN,3103.04,cluster_9
HYBRID,MEN'S,GREEN,NORC,1300,cluster_30
HYBRID,MEN'S,GRAY,GIANT,1000,cluster_12
OTHER,MEN'S,GREEN,NORC,1300,cluster_5
OTHER,UNISEX,GRAY,TREK,1200,cluster_32
REGULAR,MEN'S,SILK,TREK,1400,cluster_39
MOUNTAIN,UNISEX,GRAY,TREK,1200,cluster_2
REGULAR,MEN'S,SILK,TREK,1400,cluster_39
REGULAR,MEN'S,BLACK,RALEIGH,200,cluster_24
REGULAR,MEN'S,ORANGE,KONA,1100,cluster_29
REGULAR,MEN'S,BLACK,CANNONDALE,2300,cluster_39
MOUNTAIN,UNISEX,GRAY,MEC SKYWAY,700,cluster_2
OTHER,MEN'S,GREEN,SPECIALIZED,1000,cluster_5
REGULAR,MEN'S,BLACK,CANNONDALE,2300,cluster_39
MOUNTAIN,UNISEX,GREEN,GT,300,cluster_23
MOUNTAIN,UNISEX,GREEN,NORC,1000,cluster_23
MOUNTAIN,UNISEX,GREEN,GT,300,cluster_23
MOUNTAIN,UNISEX,GREEN,NORC,1000,cluster_23
MOUNTAIN,UNISEX,GREEN,GT,300,cluster_23
MOUNTAIN,UNISEX,GREEN,NORC,1000,cluster_23
MOUNTAIN,UNISEX,GREEN,GT,300,cluster_23
MOUNTAIN,UNISEX,GREEN,NORC,1000,cluster_23
MOUNTAIN,MEN'S,WHITE,SPEC,500,cluster_28
OTHER,MEN'S,WHITE,SPEC,500,cluster_5
HYBRID,MEN'S,BLACK,SPEC,749,cluster_31
REGULAR,MEN'S,BLACK,SPEC,749,cluster_24
REGULAR,WOMEN'S,BLACK,CANNONDALE,2300,cluster_34
REGULAR,WOMEN'S,BLACK,CANNONDALE,2300,cluster_34
REGULAR,UNISEX,GRAY,REID,500,cluster_6
RACER,MEN'S,BLUE,CCM,500,cluster_16
HYBRID,UNISEX,BLACK,GOTRAX,2000,cluster_10
REGULAR,UNISEX,BLACK,ECLI,500,cluster_6
OTHER,WOMEN'S,PURPLE,CHER,90,cluster_15
OTHER,UNISEX,RED,SUPERCYCLE,100,cluster_32
MOUNTAIN,MEN'S,BLACK,NORTHROCK,800,cluster_37
MOUNTAIN,MEN'S,BLACK,NORTHROCK,800,cluster_37
REGULAR,WOMEN'S,GRAY,CANNONDALE,1410,cluster_34
REGULAR,WOMEN'S,GRAY,CANNONDALE,1410,cluster_34
REGULAR,MEN'S,RED,SCOTT,1000,cluster_29
MOUNTAIN,MEN'S,BLACK,CCM,800,cluster_37
REGULAR,MEN'S,BLACK,CCM,800,cluster_24
HYBRID,MEN'S,BLACK,MANITOU,800,cluster_31
HYBRID,MEN'S,BROWN,KONA,800,cluster_30
REGULAR,MEN'S,BROWN,KONA,800,cluster_29
HYBRID,MEN'S,BROWN,KONA,800,cluster_30
HYBRID,MEN'S,BROWN,KONA,800,cluster_30
HYBRID,MEN'S,GRAY,NORTHROCK,500,cluster_12
HYBRID,MEN'S,BLACK,SPECIALIZED,700,cluster_31
MOUNTAIN,MEN'S,BLACK,MOUN,800,cluster_37
MOUNTAIN,WOMEN'S,PURPLE,MOUN,800,cluster_11
OTHER,MEN'S,GRAY,KHS,1500,cluster_39
HYBRID,MEN'S,GRAY,KHS,1500,cluster_12
MOUNTAIN,MEN'S,GRAY,KHS,1500,cluster_14
OTHER,MEN'S,WHITE,DAVINCI,1000,cluster_5
HYBRID,MEN'S,WHITE,DAVINCI,1000,cluster_3
TOURING,MEN'S,WHITE,DAVINCI,1000,cluster_3
OTHER,WOMEN'S,BLACK,LIV,3049.87,cluster_36
OTHER,WOMEN'S,BLACK,LIV,3049.87,cluster_36
OTHER,WOMEN'S,BLUE,GIAN,750,cluster_15
OTHER,WOMEN'S,BLUE,GIAN,750,cluster_15
MOUNTAIN,WOMEN'S,RED,NARCO,7594.31,cluster_4
HYBRID,WOMEN'S,RED,NARCO,7594.31,cluster_4
MOUNTAIN,UNISEX,WHITE,FELT,500,cluster_2
HYBRID,MEN'S,BLACK,GIAN,1000,cluster_17
HYBRID,WOMEN'S,BLACK,FUJI,600,cluster_0
TOURING,MEN'S,BLACK,GIAN,1000,cluster_5
TOURING,WOMEN'S,BLACK,FUJI,600,cluster_18
HYBRID,MEN'S,WHITE,TAKARA,425,cluster_3
OTHER,CHILD'S,BLUE,UNK,90,cluster_22
OTHER,CHILD'S,BLUE,UNK,90,cluster_22
OTHER,CHILD'S,BLUE,UNK,90,cluster_22
OTHER,CHILD'S,BLUE,UNK,90,cluster_22
REGULAR,MEN'S,SILK,TRIBAN,490,cluster_29
OTHER,MEN'S,SILK,TRIBAN,490,cluster_5
HYBRID,MEN'S,SILK,TRIBAN,490,cluster_30
REGULAR,MEN'S,SILK,GIANT,800,cluster_29
HYBRID,UNISEX,BLACK,SUPER,100,cluster_25
OTHER,MEN'S,BLACK,LOUIS GARNEAU,1000,cluster_5
MOUNTAIN,CHILD'S,BLUE,OTHER,600,cluster_7
REGULAR,CHILD'S,BLUE,OTHER,600,cluster_29
OTHER,MEN'S,BLUE,GT,800,cluster_22
MOUNTAIN,WOMEN'S,BLUE,UNKNOWN,500,cluster_11
REGULAR,MEN'S,GRAY,RALEIGH,600,cluster_29
RACER,MEN'S,BLACK,CANNONDALE,1100,cluster_16
HYBRID,MEN'S,BLACK,TREK,300,cluster_17
MOUNTAIN,WOMEN'S,BLACK,TREK,1200,cluster_11
HYBRID,WOMEN'S,BLACK,TREK,1200,cluster_0
HYBRID,MEN'S,GRAY,CANNONDALE,1000,cluster_12
HYBRID,MEN'S,GRAY,CANNONDALE,1000,cluster_12
HYBRID,WOMEN'S,GREEN,TREK,1200,cluster_21
HYBRID,WOMEN'S,GREEN,TREK,1200,cluster_21
MOUNTAIN,WOMEN'S,BLACK,UNKNOWN,500,cluster_11
MOUNTAIN,WOMEN'S,BLACK,UNKNOWN,500,cluster_11
HYBRID,MEN'S,RED,SPEC,1200,cluster_30
HYBRID,MEN'S,RED,SPEC,1200,cluster_30
MOUNTAIN,MEN'S,BLACK,MOOSE,800,cluster_37
RACER,MEN'S,BLUE,GIANT,6199.99,cluster_33
HYBRID,MEN'S,BLACK,TREK,600,cluster_17
RACER,UNISEX,BLACK,MOTOBECANE,1500,cluster_27
OTHER,MEN'S,BLUE,NORC,859,cluster_22
MOUNTAIN,MEN'S,GRAY,GIAN,800,cluster_12
MOUNTAIN,MEN'S,GRAY,GIAN,800,cluster_12
HYBRID,MEN'S,GRAY,GIAN,1350,cluster_12
HYBRID,MEN'S,GRAY,GIAN,1350,cluster_12
HYBRID,MEN'S,PURPLE,PEUGEOT,500,cluster_30
HYBRID,MEN'S,BLACK,SPEC,500,cluster_31
TOURING,MEN'S,BLACK,SPEC,500,cluster_5
TOURING,MEN'S,BLACK,SPEC,500,cluster_5
HYBRID,UNISEX,SILK,OTHER,50,cluster_25
MOUNTAIN,MEN'S,BLACK,SPECIALIZED,4400,cluster_9
HYBRID,MEN'S,ORANGE,GIANT,1200,cluster_30
RACER,MEN'S,BLACK,SPEC,5000,cluster_33
MOUNTAIN,WOMEN'S,BLACK,FUJI,500,cluster_11
OTHER,MEN'S,BLUE,FUJI,800,cluster_22
REGULAR,MEN'S,BLACK,CANNONDALE,1000,cluster_24
HYBRID,MEN'S,BLACK,RALEIGH NAKAMUR,900,cluster_17
REGULAR,MEN'S,BLACK,RALEIGH NAKAMUR,900,cluster_24
HYBRID,MEN'S,BLACK,UNKNOWN,1600,cluster_17
REGULAR,MEN'S,BLACK,UNKNOWN,1600,cluster_24
OTHER,MEN'S,BLUE,OPUS,800,cluster_22
OTHER,WOMEN'S,BLUE,SPEC,2300,cluster_36
MOUNTAIN,WOMEN'S,BLUE,SPEC,2300,cluster_36
