X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,string in numeric
-8425897.216,5689290.466,2022,2022/09/07 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,1000,GIANT,ESCAPE DISC 2,HYBRID,MEN'S,GRAY,Lindenlea - New Edinburgh,September,Found
-8425414.844,5690994.315,2022,2022/09/07 00:00:00+00,Wednesday,TRANSIT BUS / BUS SHELTER,STOLEN,900,NORC,XFR STEP THROUG,HYBRID,WOMEN'S,LIGHT BLUE,East Industrial,September,Found
-8430341.516,5663763.954,2022,2022/09/07 00:00:00+00,Wednesday,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE/RELIGIOUS INSTITUTION,STOLEN,200,CARR,SHOSHONE,REGULAR,WOMEN'S,PINK,East Industrial,September,Found
-8422992.785,5686100.671,2022,2022/07/23 00:00:00+00,Saturday,SUBWAY / SUBWAY STATION,STOLEN,850,KHS 2018,ULTRASPORT,MOUNTAIN,WOMEN'S,PUPLE,Byward Market,July,Found
-8430341.516,5663763.954,2022,2022/09/07 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,25,UNK,UNK,MOUNTAIN,CHILD'S,RED,Chapman Mills,September,Found
-8422852.242,5686319.308,2022,2022/09/07 00:00:00+00,Wednesday,PARK,STOLEN,500,GIANT,X2,REGULAR,UNISEX,YELLOW,Chapman Mills,September,Found
-8426220.668,5688881.378,2022,2022/08/28 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,2300,URBAN CRUISER,STEP THROUGH,OTHER,UNISEX,BLACK,Glebe - Dows Lake,August,Found
-8426381.733,5684356.541,2022,2022/08/05 00:00:00+00,Friday,UNIVERSITIES / COLLEGES,STOLEN,250,GIANT,IGUANA,BMX,WOMEN'S,BROWN,Island Park - Wellington Village,August,Found
-8431014.409,5683578.7,2022,2022/09/05 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,N/A,LIV,ALIGHT 2 DISK,HYBRID,MEN'S,GRAY,Island Park - Wellington Village,September,Found
-8431014.409,5683578.7,2022,2022/09/05 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,N/A,LIV,ALIGHT 2 DISK,MOUNTAIN,MEN'S,GRAY,Island Park - Wellington Village,September,Found
-8431014.409,5683578.7,2022,2022/09/05 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1500,SPEC,N/A,OTHER,UNISEX,RED,Island Park - Wellington Village,September,Found
-8431014.409,5683578.7,2022,2022/09/05 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1500,SPEC,N/A,HYBRID,UNISEX,RED,Lindenlea - New Edinburgh,September,Found
-8424326.543,5690948.591,2022,2022/09/05 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,550,GT,AVALANCHE,HYBRID,MEN'S,RED,Sandy Hill,September,Found
-8426220.668,5688881.378,2022,2022/08/28 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2300,IGO,N/A,MOUNTAIN,MEN'S,RED,Byward Market,August,Found
-8423307.607,5655721,2022,2022/09/05 00:00:00+00,Monday,PARK,STOLEN,N/A,EBGP,CC47,REGULAR,UNISEX,RED,Byward Market,September,Found
-8423307.607,5655721,2022,2022/09/05 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,N/A,EBGP,CC47,HYBRID,UNISEX,RED,Manotick,September,Found
-8424934.186,5688410.528,2022,2022/09/05 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,520,SUNDAY,PRIMER,HYBRID,MEN'S,WHITE,Manotick,September,Found
-8424614.585,5688951.992,2022,2022/09/05 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,700,GIANT,ESCAPE 3,OTHER,MEN'S,GRAY,Sandy Hill,September,Found
-8424369.459,5687726.593,2022,2022/09/05 00:00:00+00,Monday,PARKING LOTS,STOLEN,500,DIAMONDBACK,"MOONRAKER 27.5""",HYBRID,UNISEX,GRAY,Sandy Hill,September,Found
-8420745.309,5691630.36,2022,2022/09/04 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,STOLEN,1000,NORCO,INDIE 2 2021 GR,OTHER,MEN'S,GRAY,Manor Park,September,Found
-8422066.394,5690208.795,2022,2022/08/29 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,STOLEN,750,DUTCH,N/A,HYBRID,WOMEN'S,RED,Vanier South,August,Found
-8422066.394,5690208.795,2022,2022/08/29 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,750,DUTCH,N/A,HYBRID,WOMEN'S,RED,Vanier South,August,Found
-8427645.353,5684109.491,2022,2022/09/04 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,300,CCM,N/A,OTHER,MEN'S,GRAY,Glebe - Dows Lake,September,Found
-8423817.007,5687099.883,2022,2022/09/03 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,650,MEC,SKYWAY,REGULAR,UNISEX,GRAY,Island Park - Wellington Village,September,Found
-8431835.404,5684117.137,2022,2022/09/02 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,372.9,LIV ALIGHT 3,N/A,OTHER,WOMEN'S,LIGHT GREEN,Byward Market,September,Found
,,,,,,,,,,,,,,,
-8437611.849,5679273.602,2022,2022/09/02 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,400,FIXED WHEEL,GENERIC,MOUNTAIN,MEN'S,BLACK,Carlington,September,Found
-8426322.026,5689053.123,2022,2022/08/30 00:00:00+00,Tuesday,PARKING LOTS,STOLEN,2000,SPECIALIZED,STUMPJUMPER,HYBRID,MEN'S,BLUE,Sandy Hill,August,Found
-8449433.49,5671269.082,2022,2022/08/20 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1500,NORC,N/A,HYBRID,UNISEX,BROWN,Kanata Lakes - Arcardia,August,Found
-8449433.49,5671269.082,2022,2022/08/20 00:00:00+00,Saturday,PARKING LOTS,STOLEN,1500,NORC,N/A,HYBRID,UNISEX,BROWN,Kanata Lakes - Arcardia,August,Found
-8432182.786,5680711.566,2022,2022/08/26 00:00:00+00,Friday,PARK,STOLEN,1000,GIANT,HYBRID ESCAPE 2,OTHER,MEN'S,GRAY,Britannia Village,August,Found
-8425440.091,5689053.181,2022,2022/09/02 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",STOLEN,1200,TREK, 100 SERIES ALP,MOUNTAIN,MEN'S,GRAY,Byward Market,September,Found
-8450598.465,5666748.21,2022,2022/09/02 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,900,MINELLI,2021,OTHER,N/A,BLACK,Borden Farm - Fisher Glen,September,Found
-8421522.874,5688450.235,2022,2022/09/01 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,SUPER CYCLE,SC 700C KRSSRDS,OTHER,MEN'S,BLUE,Hintonburg - Mechanicsville,September,Found
-8428104.254,5678325.469,2022,2022/09/02 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,400,DIAMOND BACK,N/A,HYBRID,UNISEX,GRAY,Overbrook - McArthur,September,Found
-8430175.445,5684950.603,2022,2022/08/31 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,500,NORCO,VALENCE,MOUNTAIN,WOMEN'S,WHITE,Stittsville,August,Found
-8421615.251,5680116.389,2022,2022/08/31 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,262,SUPE,N/A,OTHER,MEN'S,BLUE,Braemar Park - Bel Air Heights - Copeland Park,August,Found
-8423110.62,5689410.355,2022,2022/09/01 00:00:00+00,Thursday,PHARMACY,STOLEN,600, ,N/A,MOUNTAIN,MEN'S,BLUE,Hintonburg - Mechanicsville,September,Found
-8433896.342,5677030.544,2022,2022/09/01 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,764,GT,AGGRESSOR,MOUNTAIN,MEN'S,GRAY,Hintonburg - Mechanicsville,September,Found
-8430518.71,5686070.645,2022,2022/08/24 00:00:00+00,Wednesday,BAR OR RESTAURANT,STOLEN,600,TREK,VERVE,MOUNTAIN,MEN'S,GRAY,Ledbury - Heron Gate - Ridgemont,August,Found
-8430518.71,5686070.645,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,RALE,N/A,OTHER,WOMEN'S,RED,Overbrook - McArthur,August,Found
-8422342.606,5691105.834,2022,2022/08/27 00:00:00+00,Saturday,PARKING LOTS,STOLEN,1000,TREK,N/A,RACER,WOMEN'S,RED,Vanier North,August,Found
-8429195.385,5677013.228,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,700,PUJO,UNKNOWN,OTHER,MEN'S,BLACK,Borden Farm - Fisher Glen,August,Found
-8425047.897,5689290.417,2022,2022/08/29 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,BTWIN,"TILT 500, FOLDI",MOUNTAIN,WOMEN'S,YELLOW,Sandy Hill,August,Found
-8426345.176,5689593.302,2022,2022/08/27 00:00:00+00,Saturday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,500,DEVINCI,ST-TROPEZ,RACER,UNISEX,BLACK,Braemar Park - Bel Air Heights - Copeland Park,August,Found
-8439102.301,5676285.342,2022,2022/08/28 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,25,MURRAY,N/A,OTHER,MEN'S,BLACK,Glebe - Dows Lake,August,Found
-8429174.574,5685743.214,2022,2022/08/21 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,CCM,ENDURAANCE,RACER,MEN'S,BLACK ORANGE,Hintonburg - Mechanicsville,August,Found
-8429174.574,5685743.214,2022,2022/08/21 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,CCM,ENDURAANCE,OTHER,MEN'S,BLACK ORANGE,Hintonburg - Mechanicsville,August,Found
-8425265.119,5686152.898,2022,2022/08/29 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1000,DAVINCI,MOUNTAIN BIKE,REGULAR,MEN'S,GOLDEN,Britannia Village,August,Found
-8433896.342,5677030.544,2022,2022/08/28 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,400,UNKNOWN,N/A,REGULAR,UNISEX,GRAY,Britannia Village,August,Found
-8437189.898,5678612.624,2022,2022/08/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,800,KONO,8 GEARS,HYBRID,UNISEX,GRAY,Byward Market,August,Found
-8437189.898,5678612.624,2022,2022/08/24 00:00:00+00,Wednesday,BAR OR RESTAURANT,STOLEN,800,KONO,8 GEARS,RACER,UNISEX,GRAY,Byward Market,August,Found
-8426716.763,5689280.143,2022,2022/08/11 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,5000,LIV,AVAIL SL,OTHER,WOMEN'S,PUPLE,Bayshore - Belltown,August,Found
-8423751.204,5682145.915,2022,2022/08/27 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,750,GRAND,ESCAPE 3,MOUNTAIN,UNISEX,BLACK,Billings Bridge - Alta Vista,August,Found
-8430518.71,5686070.645,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,1500,CANNONDALE,TRAIL 8,REGULAR,MEN'S,BLACK,Hintonburg - Mechanicsville,August,Found
-8430685.863,5684940.808,2022,2022/08/20 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,200,SUPE,UNKNOWN,HYBRID,CHILD'S,BLUE,Island Park - Wellington Village,August,Found
-8430685.863,5684940.808,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,200,SUPE,N/A,REGULAR,CHILD'S,BLUE,Island Park - Wellington Village,August,Found
-8426220.668,5688881.378,2022,2022/08/28 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,950,SPECIALIZED,ARIEL,REGULAR,WOMEN'S,GRYTRQ,Byward Market,August,Found
-8426004.031,5688994.654,2022,2022/08/28 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,800,NORCO,INDIE 16 INCHES,MOUNTAIN,UNISEX,ORANGE,Byward Market,August,Found
-8424596.501,5682042.56,2022,2022/08/27 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,900,HYPER,ELECTRIC,MOUNTAIN,MEN'S,BLUE,Billings Bridge - Alta Vista,August,Found
-8427587.679,5685492.787,2022,2022/08/01 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,SANTA MONICA,FS COMFORT BIKE,HYBRID,MEN'S,BLUE,Civic Hospital-Central Park,August,Found
-8430068.515,5683475.506,2022,2022/08/23 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,2000,KESTREL,N/A,MOUNTAIN,WOMEN'S,RED,Civic Hospital-Central Park,August,Found
-8430068.515,5683475.506,2022,2022/08/23 00:00:00+00,Tuesday,PHARMACY,STOLEN,2000,KESTREL,N/A,RACER,WOMEN'S,RED,Hintonburg - Mechanicsville,August,Found
-8429911.664,5684330.515,2022,2022/08/14 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,300,CCM,N/A,MOUNTAIN,UNISEX,WHITE,Hintonburg - Mechanicsville,August,Found
-8429911.664,5684330.515,2022,2022/08/14 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",STOLEN,300,CCM,N/A,MOUNTAIN,UNISEX,WHITE,West Centretown,August,Found
-8422505.178,5690496.252,2022,2022/08/27 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,600,BIANCHI,ROAD BIKE,HYBRID,UNISEX,WHITE  BLACK,Vanier South,August,Found
-8426986.123,5685208.595,2022,2022/08/25 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,FELT,Z75,REGULAR,MEN'S,BLACK,Billings Bridge - Alta Vista,August,Found
-8426123.955,5688676.619,2022,2022/08/25 00:00:00+00,Thursday,PARK,STOLEN,550,B'TWIN,RIVERSIDE 500,MOUNTAIN,MEN'S,BLACK,Glebe - Dows Lake,August,Found
-8442363.259,5652611.043,2022,2022/08/26 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,SE,N/A,REGULAR,MEN'S,BLUE,Sandy Hill,August,Found
-8421239.994,5686136.827,2022,2022/08/26 00:00:00+00,Friday,OPEN AREAS,STOLEN,300,SPECIALIZED,N/A,HYBRID,MEN'S,GRAY,Vanier North,August,Found
-8421239.994,5686136.827,2022,2022/08/26 00:00:00+00,Friday,PARKING LOTS,STOLEN,300,SPECIALIZED,N/A,RACER,MEN'S,GRAY,Vanier South,August,Found
-8442363.259,5652611.043,2022,2022/08/26 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,250,SUPERCYCLE,N/A,MOUNTAIN,MEN'S,GRAY,Elmvale - Canterbury,August,Found
-8424029.566,5682309.952,2022,2022/08/25 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,N/A,NORC,SASQUATCH,MOUNTAIN,MEN'S,GREEN,Elmvale - Canterbury,August,Found
-8422798.083,5690858.874,2022,2022/08/26 00:00:00+00,Friday,BAR OR RESTAURANT,STOLEN,200,HYPER,VYPER,RACER,UNISEX,GREEN,Richmond,August,Found
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
-8422099.617,5690705.937,2022,2022/08/21 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,150,NISHIKE,RALLY,HYBRID,MEN'S,TAN,Vanier South,August,Found
-8429185.848,5685367.213,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,NORCO,VFR 2,HYBRID,UNISEX,BLACK,Billings Bridge - Alta Vista,August,Found
-8424596.501,5682042.56,2022,2022/08/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,700,GARNEAU,URBANIA 4,HYBRID,WOMEN'S,LIGHT BLUE,Hintonburg - Mechanicsville,August,Found
-8431014.409,5683578.7,2022,2022/08/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,800,GIAN,ESCAPE 3,HYBRID,MEN'S,RED,Island Park - Wellington Village,August,Found
-8431014.409,5683578.7,2022,2022/08/24 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,STOLEN,800,GIAN,ESCAPE 3,MOUNTAIN,MEN'S,RED,Island Park - Wellington Village,August,Found
-8421189.06,5687074.675,2022,2022/08/24 00:00:00+00,Wednesday,PARK,STOLEN,300,CCM,N/A,MOUNTAIN,WOMEN'S,RED,East Industrial,August,Found
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
-8422322.736,5690901.781,2022,2022/08/23 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,STOLEN,200,SUPERCYCLE,SAN PEDRO,MOUNTAIN,MEN'S,BLACK,Centretown,August,Found
-8420808.27,5689975.631,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,280,SUPE,HT,MOUNTAIN,MEN'S,BLACK GRAY,Hintonburg - Mechanicsville,August,Found
-8430518.71,5686070.645,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,FUJI,FINEST LE,OTHER,WOMEN'S,BLACK OTHER,Hintonburg - Mechanicsville,August,Found
-8430518.71,5686070.645,2022,2022/08/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,N/A,FUJI,FINEST LE,MOUNTAIN,WOMEN'S,BLACK OTHER,Hintonburg - Mechanicsville,August,Found
-8442182.458,5665878.593,2022,2022/08/24 00:00:00+00,Wednesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,330,SCRAMBLER,5,RACER,CHILD'S,BLACK RED,Hintonburg - Mechanicsville,August,Found
-8425426.326,5686748.184,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,CANNONDALE,R300,REGULAR,MEN'S,BLUE,Hintonburg - Mechanicsville,August,Found
-8424537.012,5691686.085,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,KONA,N/A,REGULAR,MEN'S,BLUE,Hintonburg - Mechanicsville,August,Found
-8424537.012,5691686.085,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,KONA,N/A,REGULAR,MEN'S,BLUE,Hintonburg - Mechanicsville,August,Found
-8425285.641,5688552.221,2022,2022/08/23 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,TREK,N/A,TOURING,MEN'S,BLUE,Hintonburg - Mechanicsville,August,Found
-8442182.458,5665878.593,2022,2022/08/24 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNK,N/A,REGULAR,CHILD'S,BLUE BLACK,Lindenlea - New Edinburgh,August,Found
-8430518.71,5686070.645,2022,2022/08/24 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,STOLEN,1800,FUJI,FINEST LE,REGULAR,MEN'S,BLUE WHITE,Lindenlea - New Edinburgh,August,Found
-8430518.71,5686070.645,2022,2022/08/24 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,STOLEN,1800,FUJI,FINEST LE,MOUNTAIN,MEN'S,BLUE WHITE,Sandy Hill,August,Found
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
-8426167.077,5687626.163,2022,2022/08/14 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,UNKNOWN,UNKNOWN,REGULAR,WOMEN'S,RED BLACK,Bridlewood - Emerald Meadows,August,Found
-8426167.077,5687626.163,2022,2022/08/14 00:00:00+00,Sunday,CONVENIENCE STORES'Age,STOLEN,600,UNKNOWN,UNKNOWN,REGULAR,WOMEN'S,RED BLACK,Vanier South,August,Found
-8421962.904,5690309.06,2022,2022/08/24 00:00:00+00,Wednesday,CONVENIENCE STORES'Age,STOLEN,350,SCHW,APHRODITE,REGULAR,WOMEN'S,SILK,Vanier South,August,Found
-8421962.904,5690309.06,2022,2022/08/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,350,SCHW,APHRODITE,HYBRID,WOMEN'S,SILK,Vanier South,August,Found
-8426122.231,5689167.766,2022,2022/08/23 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,5500,CANNONDALE,SUPERSIX,MOUNTAIN,MEN'S,BLACK,Centretown,August,Found
-8402676.639,5694415.973,2022,2022/08/23 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,600,RALEIGH,TRAILBLAZER,REGULAR,MEN'S,BLACK RED,Centretown,August,Found
-8422581.456,5689386.276,2022,2022/08/22 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,KONA,DEW DELUXE,RACER,MEN'S,BLUE,Glebe - Dows Lake,August,Found
-8427492.309,5685843.02,2022,2022/08/22 00:00:00+00,Monday,PARK,STOLEN,250,EVERYDAY,UNKNOWN,MOUNTAIN,UNISEX,BLUE,Overbrook - McArthur,August,Found
-8421875.042,5688780.799,2022,2022/08/20 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",STOLEN,300,SHIMANO,N/A,HYBRID,MEN'S,DARK BLACK,Overbrook - McArthur,August,Found
-8425680.104,5685412.351,2022,2022/08/22 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,900,GIANT,CITY ESCAPE DIS,MOUNTAIN,UNISEX,GRAY,West Centretown,August,Found
-8425981.567,5686833.709,2022,2022/08/22 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,ORBEA,ORBEA MX50,HYBRID,MEN'S,OTHER,Portobello South,August,Found
-8425981.567,5686833.709,2022,2022/08/22 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,800,ORBEA,ORBEA MX50,REGULAR,MEN'S,OTHER,Byward Market,August,Found
-8427712.376,5686986.553,2022,2022/08/19 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,550,DEVINCI,ST TROPEZ,REGULAR,WOMEN'S,BLACK,Overbrook - McArthur,August,Found
-8427712.376,5686986.553,2022,2022/08/19 00:00:00+00,Friday,BAR OR RESTAURANT,STOLEN,550,DEVINCI,ST TROPEZ,HYBRID,WOMEN'S,BLACK,Overbrook - McArthur,August,Found
-8431429.347,5662719.614,2022,2022/08/20 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,400,NORTHROCK,N/A,REGULAR,MEN'S,DARK GREEN,Centretown,August,Found
-8423092.039,5689234.592,2022,2022/08/21 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2000,ROCM,VERTEX,HYBRID,MEN'S,GREEN,Centretown,August,Found
-8423092.039,5689234.592,2022,2022/08/21 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,UNKNOWN,N/A,REGULAR,WOMEN'S,PINK RED,Stonebridge - Half Moon Bay - Heart's Desire,August,Found
-8431179.946,5664238.023,2022,2022/08/05 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,700,NORCO,VFR2,HYBRID,WOMEN'S,WHITE,Chapman Mills,August,Found
-8429988.204,5664300.84,2022,2022/08/18 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",STOLEN,100,DISNEY PRINCESS,N/A,MOUNTAIN,CHILD'S,WHITE,Chapman Mills,August,Found
-8425104.137,5684751.711,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,1200,KONA,UNSURE,OTHER,UNISEX,GRAY,Centrepointe,August,Found
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
-8423436.75,5690687.786,2022,2022/08/15 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,350,ORBEA,MX 24 XC 2018,OTHER,CHILD'S,RED,Vanier North,August,Found
-8423436.75,5690687.786,2022,2022/08/15 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,350,ORBEA,MX 24 XC 2018,OTHER,CHILD'S,RED,Vanier North,August,Found
,,,,,,,,,,,,,,,
-8427842.923,5687307.498,2022,2022/08/17 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,1000,LOUG,N/A,HYBRID,MEN'S,BLACK,Centretown,August,Found
-8427842.923,5687307.498,2022,2022/08/17 00:00:00+00,Wednesday,BAR OR RESTAURANT,STOLEN,1000,LOUG,N/A,HYBRID,MEN'S,BLACK,Centretown,August,Found
-8424465.509,5685290.125,2022,2022/08/19 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,TREK,HYBRID,OTHER,MEN'S,BLACK,Centretown,August,Found
-8424465.509,5685290.125,2022,2022/08/19 00:00:00+00,Friday,"SINGLE HOME, HOUSE",STOLEN,800,TREK,HYBRID,OTHER,MEN'S,BLACK,Glebe - Dows Lake,August,Found
-8439102.301,5676285.342,2022,2022/07/19 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,250,DIAMONDBACK,N/A,OTHER,MEN'S,BLACK,Sandy Hill,July,Found
-8424105.605,5688225.999,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,1000,GIANT,MOUNTAIN BIKE,OTHER,WOMEN'S,BLUE,Sandy Hill,August,Found
,,,,,,,,,,,,,,,
-8422561.846,5690745.462,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,N/A,SWING,N/A,OTHER,WOMEN'S,PINK WHITE,Vanier North,August,Found
-8422561.846,5690745.462,2022,2022/08/20 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,SWING,N/A,OTHER,WOMEN'S,PINK WHITE,Vanier North,August,Found
-8424939.63,5684801.198,2022,2022/08/20 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,899,LIV,22 ALIGHT DISC,HYBRID,WOMEN'S,PUPLE,Vanier North,August,Found
-8422561.846,5690745.462,2022,2022/08/20 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,N/A,UNKNOWN,N/A,HYBRID,MEN'S,RED GOLDEN,Vanier North,August,Found
-8422561.846,5690745.462,2022,2022/08/20 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",STOLEN,N/A,UNKNOWN,N/A,HYBRID,MEN'S,RED GOLDEN,Vanier North,August,Found
-8427842.923,5687307.498,2022,2022/08/17 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,N/A,TREK,N/A,MOUNTAIN,WOMEN'S,SILK,Old Ottawa East,August,Found
-8427842.923,5687307.498,2022,2022/08/17 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,N/A,TREK,N/A,MOUNTAIN,WOMEN'S,SILK,Old Ottawa East,August,Found
