X,Y,FID_,ID,Year,Reported_D,Reported_Time,Reported_WeekDay,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Offence,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Speed,Ottawa_Neighboirhood,Ottawa_N_1_policeSector,Ottawa_N_2policeDevision,Census_TractUniqueId,Census_T_1_Name,X_Coordina,Y_Coordina
-8424952.401,5691166.054,949,1547,2022,2022/11/11 00:00:00+00,1904/12/20 00:00:00+00,Friday,2022/11/07 00:00:00+00,1905/03/14 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,MISCHIEF PROP,STOLEN,1200,SPEC,DIVERGE,HYBRID,MEN'S,RED BLACK,0,Sandy Hill,Sector 24,Central,5050058,58,368744.477,5033740.188
-8425807.666,5689141.116,950,413,2022,2022/11/10 00:00:00+00,1906/02/12 00:00:00+00,Thursday,2022/11/10 00:00:00+00,1905/11/08 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,THEFT<BICYCLE,STOLEN,800,MOOSE,PORTER,MOUNTAIN,MEN'S,BLACK,0,Chapel Hill North,Sector 31,East,5050054,54,368157.7041,5032315.585
-8409088.57,5694891.479,951,717,2022,2022/11/10 00:00:00+00,1905/10/12 00:00:00+00,Thursday,2022/11/09 00:00:00+00,1904/12/09 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,THEFT<BICYCLE,STOLEN,6199.99,GIANT,TCR,RACER,MEN'S,BLUE,0,Byward Market,Sector 24,Central,5050124.01,124.01,379861.969,5036472.323
-8426977.237,5687973.936,952,411,2022,2022/11/09 00:00:00+00,1904/10/20 00:00:00+00,Wednesday,2022/11/09 00:00:00+00,1902/04/09 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,600,TREK,FX,HYBRID,MEN'S,BLACK,18,Centretown,Sector 23,Central,5050048,48,367343.703,5031489.578
-8422410.676,5692535.29,953,412,2022,2022/11/09 00:00:00+00,1904/10/17 00:00:00+00,Wednesday,2022/11/09 00:00:00+00,1902/06/18 00:00:00+00,Wednesday,PARKING LOTS,THEFT<BICYCLE,STOLEN,1500,MOTOBECANE,N/A,RACER,UNISEX,BLACK,21,Centretown,Sector 23,Central,5050059,59,370520.7071,5034717.604
-8426167.89,5690392.34,954,716,2022,2022/11/09 00:00:00+00,1904/07/09 00:00:00+00,Wednesday,2022/11/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,BAR OR RESTAURANT,THEFT<BICYCLE,STOLEN,859,NORC,SCENE 1,OTHER,MEN'S,BLUE,0,Centretown,Sector 23,Central,5050056,56,367895.7019,5033189.593
-8430741.054,5679911.157,955,1044,2022,2022/11/09 00:00:00+00,1903/09/04 00:00:00+00,Wednesday,2022/11/08 00:00:00+00,1906/04/18 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,N/A,GIAN,N/A,MOUNTAIN,MEN'S,GRAY,21,Civic Hospital-Central Park,Sector 21,Central,5050023.02,23.02,364751.417,5025811.778
-8430741.054,5679911.157,956,1045,2022,2022/11/09 00:00:00+00,1903/09/04 00:00:00+00,Wednesday,2022/11/08 00:00:00+00,1906/04/18 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,N/A,GIAN,N/A,MOUNTAIN,MEN'S,GRAY,21,Civic Hospital-Central Park,Sector 21,Central,5050023.02,23.02,364751.417,5025811.778
-8426167.077,5687626.163,957,1063,2022,2022/11/09 00:00:00+00,1903/11/11 00:00:00+00,Wednesday,2022/10/13 00:00:00+00,1906/01/08 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,1350,GIAN,RAPID 2,HYBRID,MEN'S,GRAY BLACK,21,Civic Hospital-Central Park,Sector 21,Central,5050037,37,367915.706,5031251.575
-8426167.077,5687626.163,958,1064,2022,2022/11/09 00:00:00+00,1903/11/11 00:00:00+00,Wednesday,2022/10/13 00:00:00+00,1906/01/08 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT<FRM VEHICL,STOLEN,1350,GIAN,RAPID 2,HYBRID,MEN'S,GRAY BLACK,21,Civic Hospital-Central Park,Sector 21,Central,5050037,37,367915.706,5031251.575
-8430741.054,5679911.157,959,1375,2022,2022/11/09 00:00:00+00,1903/09/04 00:00:00+00,Wednesday,2022/11/08 00:00:00+00,1906/04/18 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,N/A,GIANT,N/A,OTHER,WOMEN'S,PINK WHITE,21,Sandy Hill,Sector 24,Central,5050023.02,23.02,364751.417,5025811.778
-8430741.054,5679911.157,960,1376,2022,2022/11/09 00:00:00+00,1903/09/04 00:00:00+00,Wednesday,2022/11/08 00:00:00+00,1906/04/18 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,N/A,GIANT,N/A,HYBRID,WOMEN'S,PINK WHITE,21,Byward Market,Sector 24,Central,5050023.02,23.02,364751.417,5025811.778
-8425711.948,5688756.198,961,1407,2022,2022/11/09 00:00:00+00,1903/02/24 00:00:00+00,Wednesday,2022/11/08 00:00:00+00,1904/12/04 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT<FRM VEHICL,STOLEN,500,PEUGEOT,UE-8,HYBRID,MEN'S,PUPLE,12,Beechwood Cemetery,Sector 25,Central,5050050,50,368227.7049,5032046.582
-8423978.581,5689796.184,962,408,2022,2022/11/08 00:00:00+00,1903/01/10 00:00:00+00,Tuesday,2022/11/07 00:00:00+00,1906/02/07 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,500,SPEC,N/A,HYBRID,MEN'S,BLACK,21,Laurentian,Sector 14,West,5050052,52,369438.7079,5032787.587
-8423978.581,5689796.184,963,409,2022,2022/11/08 00:00:00+00,1903/01/10 00:00:00+00,Tuesday,2022/11/07 00:00:00+00,1906/02/07 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,500,SPEC,N/A,TOURING,MEN'S,BLACK,21,Emerald Woods - Sawmill Creek,Sector 35,East,5050052,52,369438.7079,5032787.587
-8423978.581,5689796.184,964,410,2022,2022/11/08 00:00:00+00,1903/01/10 00:00:00+00,Tuesday,2022/11/07 00:00:00+00,1906/02/07 00:00:00+00,Monday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT<BICYCLE,STOLEN,500,SPEC,N/A,TOURING,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050052,52,369438.7079,5032787.587
-8420296.427,5676045.806,965,1374,2022,2022/11/08 00:00:00+00,1903/06/08 00:00:00+00,Tuesday,2022/11/01 00:00:00+00,1904/12/04 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,N/A,SCHWINN,N/A,HYBRID,WOMEN'S,PINK WHITE,21,Sandy Hill,Sector 24,Central,5050123.01,123.01,372129.734,5023174.507
-8434349.971,5680429.315,966,1621,2022,2022/11/08 00:00:00+00,1904/09/03 00:00:00+00,Tuesday,2022/11/08 00:00:00+00,1904/03/29 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<FRM VEHICL,STOLEN,50,OTHER,N/A,HYBRID,UNISEX,SILK,0,Sandy Hill,Sector 24,Central,5050032.01,32.01,362208.686,5026151.531
-8432777.562,5683533.417,967,407,2022,2022/11/07 00:00:00+00,1902/10/13 00:00:00+00,Monday,2022/11/05 00:00:00+00,1903/11/20 00:00:00+00,Saturday,PARKING LOTS,THEFT<BICYCLE,STOLEN,4400,SPECIALIZED,DIVERGE COMP E5,MOUNTAIN,MEN'S,BLACK,18,Centretown,Sector 23,Central,5050045,45,363294.8501,5028338.171
-8426642.128,5687914.929,968,504,2022,2022/11/07 00:00:00+00,1904/09/27 00:00:00+00,Monday,2022/11/07 00:00:00+00,1902/07/18 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,N/A,GIAN,N/A,RACER,WOMEN'S,BLACK PINK,21,Westboro,Sector 21,Central,5050048,48,367579.7041,5031450.577
-8435652.331,5673848.363,969,1334,2022,2022/11/07 00:00:00+00,1904/06/11 00:00:00+00,Monday,2022/11/07 00:00:00+00,1902/04/29 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1200,GIANT,TALON 1 XL,HYBRID,MEN'S,ORANGE   BLACK,18,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050135.01,135.01,361333.6781,5021526.49
-8432456.014,5683736.371,970,473,2022,2022/11/06 00:00:00+00,1905/01/28 00:00:00+00,Sunday,2022/11/05 00:00:00+00,1902/03/10 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,5000,SPEC,N/A,RACER,MEN'S,BLACK GRAY,0,Westboro,Sector 21,Central,5050045,45,363519.691,5028482.552
-8426601.965,5686804.266,971,36,2022,2022/11/05 00:00:00+00,1904/03/10 00:00:00+00,Saturday,2022/11/04 00:00:00+00,1906/05/13 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,N/A,FUJI,N/A,MOUNTAIN,WOMEN'S, N/A,0,Billings Bridge - Alta Vista,Sector 34,East,5050040,40,367615.7049,5030672.57
-8424596.501,5682042.56,972,1211,2022,2022/11/05 00:00:00+00,1903/04/26 00:00:00+00,Saturday,2022/11/05 00:00:00+00,1902/10/26 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,800,FUJI,N/A,OTHER,MEN'S,LIGHT BLUE,10,Centretown,Sector 23,Central,5050004,4,369059.8102,5027348.983
-8451915.124,5662671.314,973,406,2022,2022/11/04 00:00:00+00,1904/03/06 00:00:00+00,Friday,2022/11/03 00:00:00+00,1905/11/09 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1000,CANNONDALE,TRAIL 7,REGULAR,MEN'S,BLACK,24,Stittsville,Sector 13,West,5050151.04,151.04,349938.6071,5013585.577
-8423817.007,5687099.883,974,404,2022,2022/11/03 00:00:00+00,1902/06/25 00:00:00+00,Thursday,2022/08/04 00:00:00+00,1904/05/18 00:00:00+00,Thursday,DWELLING UNIT,THEFT<BICYCLE,STOLEN,900,RALEIGH NAKAMUR,RALEIGH,HYBRID,MEN'S,BLACK,24,Cityview - Crestview - Meadowlands,Sector 17,West,5050015,15,369571.7129,5030899.57
-8423817.007,5687099.883,975,405,2022,2022/11/03 00:00:00+00,1902/06/25 00:00:00+00,Thursday,2022/08/04 00:00:00+00,1904/05/18 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,RECOV STLN PROP<,STOLEN,900,RALEIGH NAKAMUR,RALEIGH,REGULAR,MEN'S,BLACK,24,Cityview - Crestview - Meadowlands,Sector 17,West,5050015,15,369571.7129,5030899.57
-8423794.69,5690802.127,976,527,2022,2022/11/03 00:00:00+00,1903/12/29 00:00:00+00,Thursday,2022/09/15 00:00:00+00,1903/04/14 00:00:00+00,Thursday,DWELLING UNIT,THEFT<$5000,STOLEN,1600,UNKNOWN,N/A,HYBRID,MEN'S,BLACK RED,7,Sandy Hill,Sector 24,Central,5050104,104,369560.7071,5033493.594
-8423794.69,5690802.127,977,528,2022,2022/11/03 00:00:00+00,1903/12/29 00:00:00+00,Thursday,2022/09/15 00:00:00+00,1903/04/14 00:00:00+00,Thursday,UNIVERSITIES / COLLEGES,THEFT<BICYCLE,STOLEN,1600,UNKNOWN,N/A,REGULAR,MEN'S,BLACK RED,7,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050104,104,369560.7071,5033493.594
-8424369.459,5687726.593,978,715,2022,2022/11/03 00:00:00+00,1904/10/19 00:00:00+00,Thursday,2022/11/03 00:00:00+00,1902/08/05 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,800,OPUS,UNKNOWN,OTHER,MEN'S,BLUE,23,Vanier North,Sector 25,Central,5050050,50,369178.7989,5031334.746
-8422066.394,5690208.795,979,755,2022,2022/11/03 00:00:00+00,1905/01/01 00:00:00+00,Thursday,2022/10/31 00:00:00+00,1905/06/22 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,2300,SPEC,N/A,OTHER,WOMEN'S,BLUE WHITE,1,Vanier North,Sector 25,Central,5050100,100,370779.7121,5033090.587
-8422066.394,5690208.795,980,756,2022,2022/11/03 00:00:00+00,1905/01/01 00:00:00+00,Thursday,2022/10/31 00:00:00+00,1905/06/22 00:00:00+00,Monday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT<BICYCLE,STOLEN,2300,SPEC,N/A,MOUNTAIN,WOMEN'S,BLUE WHITE,1,Old Ottawa East,Sector 22,Central,5050100,100,370779.7121,5033090.587
-8430666.542,5676031.108,981,808,2022,2022/11/03 00:00:00+00,1904/02/27 00:00:00+00,Thursday,2022/11/03 00:00:00+00,1903/01/04 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,150,SCHWINN,BREAKER,OTHER,MEN'S,DARK BLACK,1,Old Ottawa East,Sector 22,Central,5050134,134,364829.74,5023090.539
-8430666.542,5676031.108,982,809,2022,2022/11/03 00:00:00+00,1904/02/27 00:00:00+00,Thursday,2022/11/03 00:00:00+00,1903/01/04 00:00:00+00,Thursday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,150,SCHWINN,BREAKER,MOUNTAIN,MEN'S,DARK BLACK,1,Vanier South,Sector 25,Central,5050134,134,364829.74,5023090.539
-8435652.331,5673848.363,983,1041,2022,2022/11/03 00:00:00+00,1905/08/16 00:00:00+00,Thursday,2022/10/27 00:00:00+00,1902/03/13 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,2300,TREK,XCALIBUR8,OTHER,MEN'S,GRAY,12,Vanier South,Sector 25,Central,5050135.01,135.01,361333.6781,5021526.49
-8422066.394,5690208.795,984,1042,2022,2022/11/03 00:00:00+00,1905/01/01 00:00:00+00,Thursday,2022/10/31 00:00:00+00,1905/06/22 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,2000,TREK,N/A,REGULAR,WOMEN'S,GRAY,1,Vanier South,Sector 25,Central,5050100,100,370779.7121,5033090.587
-8422066.394,5690208.795,985,1043,2022,2022/11/03 00:00:00+00,1905/01/01 00:00:00+00,Thursday,2022/10/31 00:00:00+00,1905/06/22 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,2000,TREK,N/A,OTHER,WOMEN'S,GRAY,1,Vanier South,Sector 25,Central,5050100,100,370779.7121,5033090.587
-8423817.007,5687099.883,986,1100,2022,2022/11/02 00:00:00+00,1903/06/11 00:00:00+00,Wednesday,2022/10/20 00:00:00+00,1903/04/14 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,N/A,CCM,STATIC,MOUNTAIN,MEN'S,GRAY RED,21,Byward Market,Sector 24,Central,5050015,15,369571.7129,5030899.57
-8423817.007,5687099.883,987,1101,2022,2022/11/02 00:00:00+00,1903/06/11 00:00:00+00,Wednesday,2022/10/20 00:00:00+00,1903/04/14 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,N/A,CCM,STATIC,HYBRID,MEN'S,GRAY RED,21,Old Ottawa East,Sector 22,Central,5050015,15,369571.7129,5030899.57
-8423817.007,5687099.883,988,1164,2022,2022/11/02 00:00:00+00,1903/06/11 00:00:00+00,Wednesday,2022/10/20 00:00:00+00,1903/04/14 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,600,TREK,UNKNOWN,HYBRID,MEN'S,GREEN BALCK,21,Old Ottawa East,Sector 22,Central,5050015,15,369571.7129,5030899.57
-8423817.007,5687099.883,989,1165,2022,2022/11/02 00:00:00+00,1903/06/11 00:00:00+00,Wednesday,2022/10/20 00:00:00+00,1903/04/14 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,600,TREK,UNKNOWN,HYBRID,MEN'S,GREEN BALCK,21,Old Ottawa East,Sector 22,Central,5050015,15,369571.7129,5030899.57
-8425897.216,5689290.466,990,1238,2022,2022/11/02 00:00:00+00,1902/07/11 00:00:00+00,Wednesday,2022/10/30 00:00:00+00,1905/06/22 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,700,GARNEAU,N/A,MOUNTAIN,WOMEN'S,MAROON,2,Old Ottawa East,Sector 22,Central,5050054,54,368093.7041,5032419.586
-8426339.167,5687913.319,991,1061,2022,2022/11/01 00:00:00+00,1903/01/29 00:00:00+00,Tuesday,2022/10/25 00:00:00+00,1904/09/27 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,600,NORC,N/A,HYBRID,MEN'S,GRAY BLACK,21,Centretown,Sector 23,Central,5050048,48,367792.7049,5031451.577
-8426339.167,5687913.319,992,1062,2022,2022/11/01 00:00:00+00,1903/01/29 00:00:00+00,Tuesday,2022/10/25 00:00:00+00,1904/09/27 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,600,NORC,N/A,MOUNTAIN,MEN'S,GRAY BLACK,21,Centretown,Sector 23,Central,5050048,48,367792.7049,5031451.577
-8422630.307,5692627.548,993,1228,2022,2022/11/01 00:00:00+00,1903/08/27 00:00:00+00,Tuesday,2022/10/24 00:00:00+00,1905/09/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,1800,GIANT,CONTEND SL,MOUNTAIN,MEN'S,LIGHT GREEN,1,Manor Park,Sector 25,Central,5050059,59,370365.706,5034780.605
-8418154.62,5684113.288,994,403,2022,2022/10/31 00:00:00+00,1903/08/16 00:00:00+00,Monday,2022/09/29 00:00:00+00,1901/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,619,NORCO,VFR 2,RACER,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050009,9,373575.7329,5028848.547
-8426034.064,5687415.041,995,1174,2022,2022/10/31 00:00:00+00,1902/10/12 00:00:00+00,Monday,2022/09/22 00:00:00+00,1904/07/07 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,700,DEVINCI,DRIVE XP,HYBRID,MEN'S,GRYYEL,0,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050037,37,368010.706,5031104.574
-8418154.62,5684113.288,996,1210,2022,2022/10/31 00:00:00+00,1903/08/16 00:00:00+00,Monday,2022/09/29 00:00:00+00,1901/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,549,GIANT LIV,ALIGHT 3,HYBRID,WOMEN'S,LIGHT BLUE,0,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050009,9,373575.7329,5028848.547
-8425298.509,5684332.768,997,402,2022,2022/10/30 00:00:00+00,1905/11/08 00:00:00+00,Sunday,2022/10/30 00:00:00+00,1904/10/05 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,2000,CANNONDALE,CAADX 105,MOUNTAIN,MEN'S,BLACK,11,Glebe - Dows Lake,Sector 22,Central,5050018,18,368549.7121,5028949.554
-8420584.877,5686946.574,998,526,2022,2022/10/30 00:00:00+00,1904/09/02 00:00:00+00,Sunday,2022/10/30 00:00:00+00,1903/10/31 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,B&E RESIDENCE,STOLEN,900,SPECIALIZED,ROCKHOPPER,TOURING,MEN'S,BLACK RED,24,East Industrial,Sector 33,East,5050011.01,11.01,371845.334,5030815.925
-8420821.241,5690094.252,999,1744,2022,2022/10/30 00:00:00+00,1905/01/11 00:00:00+00,Sunday,2022/10/30 00:00:00+00,1903/07/23 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1500,BRODIE,DYNAMO,HYBRID,MEN'S,WHITE,24,Vanier South,Sector 25,Central,5050061,61,371655.7159,5033019.585
-8420821.241,5690094.252,1000,1745,2022,2022/10/30 00:00:00+00,1905/01/11 00:00:00+00,Sunday,2022/10/30 00:00:00+00,1903/07/23 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,1500,BRODIE,DYNAMO,HYBRID,MEN'S,WHITE,24,Vanier South,Sector 25,Central,5050061,61,371655.7159,5033019.585
-8424632.494,5688589.643,1001,401,2022,2022/10/29 00:00:00+00,1904/06/30 00:00:00+00,Saturday,2022/10/28 00:00:00+00,1904/05/18 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,THEFT<BICYCLE,STOLEN,150,RALEIGH,TORA,TOURING,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050051,51,368987.7079,5031937.58
-8426357.332,5686947.367,1002,714,2022,2022/10/29 00:00:00+00,1905/03/22 00:00:00+00,Saturday,2022/10/29 00:00:00+00,1903/07/23 00:00:00+00,Saturday,PARK,ROBBERY PERSONAL,STOLEN,500,ARGO,N/A,REGULAR,MEN'S,BLUE,0,Sandy Hill,Sector 24,Central,5050038,38,367786.706,5030774.571
-8432996.303,5673412.313,1003,1545,2022,2022/10/29 00:00:00+00,1904/08/31 00:00:00+00,Saturday,2022/10/29 00:00:00+00,1904/08/30 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,N/A,ZZZ,N/A,RACER,UNISEX,RED BLACK,1,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050135.03,135.03,363206.689,5021237.488
-8407408.97,5694668.751,1004,400,2022,2022/10/28 00:00:00+00,1905/11/27 00:00:00+00,Friday,2022/10/25 00:00:00+00,1905/11/09 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT<BICYCLE,STOLEN,400,GIANT,N/A,MOUNTAIN,MEN'S,BLACK,0,Hintonburg - Mechanicsville,Sector 21,Central,5050125.05,125.05,381043.7449,5036330.578
-8430175.445,5684950.603,1005,552,2022,2022/10/28 00:00:00+00,1903/05/09 00:00:00+00,Friday,2022/10/28 00:00:00+00,1901/02/03 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,N/A,SCWINNN,N/A,HYBRID,MEN'S,BLACK YELLOW,21,Orléans Village - Chateauneuf,Sector 31,East,5050046,46,365115.586,5029348.852
-8424517.531,5686355.995,1006,1743,2022,2022/10/28 00:00:00+00,1906/04/22 00:00:00+00,Friday,2022/10/28 00:00:00+00,1901/10/11 00:00:00+00,Friday,"STREETS, ROADS, HIGHWAYS",THEFT<BICYCLE,STOLEN,300,SPECIALIZED,ROCK HOPPER,OTHER,MEN'S,WHITE,14,Old Ottawa East,Sector 22,Central,5050015,15,369084.5041,5030373.212
-8431134.582,5660516.733,1007,488,2022,2022/10/27 00:00:00+00,1904/09/26 00:00:00+00,Thursday,2022/10/25 00:00:00+00,1906/04/18 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,B&E NON-RESIDENC,STOLEN,N/A,UNKNOWN,N/A,HYBRID,MEN'S,BLACK GREEN,0,Centretown,Sector 23,Central,5050141.15,141.15,364603.225,5012192.889
-8431134.582,5660516.733,1008,489,2022,2022/10/27 00:00:00+00,1904/09/26 00:00:00+00,Thursday,2022/10/25 00:00:00+00,1906/04/18 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK GREEN,0,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050141.15,141.15,364603.225,5012192.889
-8423968.191,5686641.95,1009,713,2022,2022/10/27 00:00:00+00,1905/07/04 00:00:00+00,Thursday,2022/10/27 00:00:00+00,1900/05/02 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,200,HYPER,BEAR MOUNTAIN B,MOUNTAIN,UNISEX,BLUE,0,Old Ottawa East,Sector 22,Central,5050015,15,369468.7129,5030577.567
-8435652.331,5673848.363,1010,1040,2022,2022/10/27 00:00:00+00,1904/09/29 00:00:00+00,Thursday,2022/10/27 00:00:00+00,1902/05/02 00:00:00+00,Thursday,OPEN AREAS,THEFT<BICYCLE,STOLEN,1899.99,TREK,XCALIBER,TOURING,UNISEX,GRAY,12,Stonebridge - Half Moon Bay - Heart's Desire,Sector 16,West,5050135.01,135.01,361333.6781,5021526.49
-8426409.173,5688453.505,1011,1331,2022,2022/10/27 00:00:00+00,1906/02/17 00:00:00+00,Thursday,2022/10/27 00:00:00+00,1904/09/10 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",B&E RESIDENCE,STOLEN,2000,MEC,COTE,MOUNTAIN,MEN'S,ORANGE,21,Stonebridge - Half Moon Bay - Heart's Desire,Sector 16,West,5050048,48,367739.7041,5031829.581
-8435652.331,5673848.363,1012,399,2022,2022/10/26 00:00:00+00,1906/01/26 00:00:00+00,Wednesday,2022/10/25 00:00:00+00,1904/05/18 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT<BICYCLE,STOLEN,500,GT,AGGRESSOR COMP,MOUNTAIN,MEN'S,BLACK,0,Billings Bridge - Alta Vista,Sector 34,East,5050135.01,135.01,361333.6781,5021526.49
-8422022.18,5683686.915,1013,710,2022,2022/10/26 00:00:00+00,1903/12/04 00:00:00+00,Wednesday,2022/10/24 00:00:00+00,1906/01/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<$5000,STOLEN,1550,EMMO,BLUE HORNET,OTHER,UNISEX,BLUE,0,Billings Bridge - Alta Vista,Sector 34,East,5050006,6,370858.7219,5028520.548
-8422022.18,5683686.915,1014,711,2022,2022/10/26 00:00:00+00,1903/12/04 00:00:00+00,Wednesday,2022/10/24 00:00:00+00,1906/01/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<FRM VEHICL,STOLEN,1550,EMMO,BLUE HORNET,OTHER,UNISEX,BLUE,0,Billings Bridge - Alta Vista,Sector 34,East,5050006,6,370858.7219,5028520.548
-8422022.18,5683686.915,1015,712,2022,2022/10/26 00:00:00+00,1903/12/04 00:00:00+00,Wednesday,2022/10/24 00:00:00+00,1906/01/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT<BICYCLE,STOLEN,1550,EMMO,BLUE HORNET,HYBRID,UNISEX,BLUE,0,Sandy Hill,Sector 24,Central,5050006,6,370858.7219,5028520.548
