X,Y,Year,Occurrence,Occurren_Day,Location_T,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Ottawa_Neighboirhood,Month,Diff_Rep_Occu,Brand_Popularity,Range_Price,Weekend_or_WeekDay
-8427097.21,5687636.899,2019,2019/08/01 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",STOLEN,400,BIANCHI,MOUNTAIN,MEN'S,RED,West Centretown,August,3,Well-Known,VERY LOW PRICE,Week_Day
-8432456.014,5683736.371,2019,2019/09/02 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,3890,TREK,MOUNTAIN,MEN'S,BLACK,Hintonburg - Mechanicsville,September,0,Well-Known,HIGH,Week_Day
-8426304.021,5686303.276,2019,2019/09/11 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,400,NORCO,HYBRID,MEN'S,BLACK,Hintonburg - Mechanicsville,September,2,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8432541.222,5684206.498,2019,2019/09/01 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,300,SPECIALIZED,HYBRID,MEN'S,BLACK,Westboro,September,0,Well-Known,VERY LOW PRICE,Week_Day
-8424550.12,5683786.651,2019,2019/07/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,1600,CANNONDALE,MOUNTAIN,MEN'S,WHITE,Old Ottawa South,July,0,Well-Known,AFFORDABLE,Week_Day
-8426959.32,5686048.713,2019,2019/09/07 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,550,GT,HYBRID,MEN'S,BLACK,Hintonburg - Mechanicsville,September,0,Well-Known,LOW PRICE,Week_Day
-8424550.12,5683786.651,2019,2019/07/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,250,RALEIGH,HYBRID,MEN'S,BLUE,Old Ottawa South,July,0,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8424246.878,5689170.583,2019,2019/07/30 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,699,APOLLO,HYBRID,MEN'S,GREEN,Sandy Hill,July,3,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8434091.15,5665616.031,2019,2019/09/10 00:00:00+00,Wednesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,250,KENT,MOUNTAIN,UNISEX,BLUE,Centretown,September,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426194.266,5687182.615,2019,2019/09/11 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,GIANT,HYBRID,MEN'S,BLUE,Centretown,September,1,Well-Known,LOW PRICE,Week_Day
-8429448.983,5685580.706,2019,2019/09/10 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,135,NORCO,OTHER,MEN'S,GRAY,Old Barrhaven West,September,0,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8427496.513,5687786.077,2019,2019/07/29 00:00:00+00,Tuesday,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,STOLEN,250,NORCO,MOUNTAIN,WOMEN'S,BLUE,West Centretown,July,2,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8432541.222,5684206.498,2019,2019/09/01 00:00:00+00,Wednesday,PARKING LOTS,STOLEN,300,GARY FISHER,MOUNTAIN,MEN'S,GRAY,Vanier North,September,3,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8428037.342,5685026.403,2019,2019/07/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,901,TREK,HYBRID,MEN'S,WHITE,Centretown,July,0,Well-Known,LOW PRICE,Week_Day
-8426194.266,5687182.615,2019,2019/09/11 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,NORCO,REGULAR,MEN'S,GRAY,Portobello South,September,10,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8429293.813,5684935.964,2019,2019/07/29 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,800,SPECIALIZED,MOUNTAIN,WOMEN'S,BLACK,Hintonburg - Mechanicsville,July,2,Well-Known,LOW PRICE,Week_Day
-8423581.718,5691311.025,2019,2019/09/10 00:00:00+00,Wednesday,DWELLING UNIT,STOLEN,1920,SCOTT,OTHER,UNISEX,BLACK,Centretown,September,11,Well-Known,AFFORDABLE,Week_Day
-8422672.63,5686298.165,2019,2019/07/29 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,STOLEN,460,DIADORA,MOUNTAIN,MEN'S,BLACK,Centretown,July,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8424342.22,5689113.042,2019,2019/07/29 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,250,PURE,REGULAR,MEN'S,BLACK,Centretown,July,2,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8429894.74,5684994.565,2019,2019/09/09 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1000,NORCO,HYBRID,MEN'S,RED,Westboro,September,1,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8424342.22,5689113.042,2019,2019/07/29 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,800,TREK,MOUNTAIN,MEN'S,BLACK,Centretown,July,0,Well-Known,LOW PRICE,Week_Day
-8426480.517,5688145.941,2019,2019/09/11 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",STOLEN,650,MIELE,HYBRID,MEN'S,TURQUOISE,Centretown,September,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8425822.831,5687061.855,2019,2019/07/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,1100,TREK,MOUNTAIN,MEN'S,BLACK,Riverview,July,1,Well-Known,AFFORDABLE,Week_Day
-8427967.657,5686625.192,2019,2019/09/09 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,850,FUJI,HYBRID,MEN'S,ORANGE,Centretown,September,0,Well-Known,LOW PRICE,Week_Day
-8427196.038,5687279.682,2019,2019/07/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,RECOVERED,683,TREK,HYBRID,MEN'S,BLACK,Sandy Hill,July,1,Well-Known,LOW PRICE,Week_Day
-8433222.221,5682977.504,2019,2019/08/28 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,2300,GT,MOUNTAIN,MEN'S,ORANGE,Hintonburg - Mechanicsville,August,0,Well-Known,AFFORDABLE,Week_Day
-8429448.983,5685580.706,2019,2019/09/07 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,MEC,MOUNTAIN,MEN'S,BLACK,Centretown,September,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8425770.758,5688849.568,2019,2019/04/28 00:00:00+00,Sunday,OPEN AREAS,STOLEN,680,MOUNTAIN,HYBRID,MEN'S,BLACK,Sandy Hill,April,0,LESS-RECOGNIZED,LOW PRICE,Weekend
-8431586.553,5665631.154,2019,2019/09/10 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,500,NORTHROCK,MOUNTAIN,MEN'S,BLACK,Brookside - Briarbrook - Morgan's Grant,September,3,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8418051.525,5679476.633,2019,2019/04/25 00:00:00+00,Friday,PARKING LOTS,STOLEN,450,GIANT,MOUNTAIN,MEN'S,GRAY,Greenboro East,April,2,Well-Known,LOW PRICE,Weekend
-8424437.604,5688031.03,2019,2019/09/09 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",STOLEN,200,GIANT,HYBRID,UNISEX,BLACK,Old Barrhaven East,September,1,Well-Known,VERY LOW PRICE,Week_Day
-8427314.483,5686662.966,2019,2019/09/09 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,200,CCM,HYBRID,MEN'S,BLUE,Sandy Hill,September,2,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8425134.587,5688289.587,2019,2019/04/26 00:00:00+00,Friday,UNIVERSITIES / COLLEGES,STOLEN,800,GIANT,HYBRID,MEN'S,GRAY,Greenboro East,April,2,Well-Known,LOW PRICE,Weekend
-8431586.553,5665631.154,2019,2019/09/10 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,250,RALEIGH,MOUNTAIN,MEN'S,BLUE,West Centretown,September,29,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8433222.221,5682977.504,2019,2019/08/28 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,500,CCM,HYBRID,WOMEN'S,BLUE,Old Barrhaven East,August,4,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8418051.525,5679476.633,2019,2019/04/25 00:00:00+00,Friday,PARKING LOTS,STOLEN,475,TREK,TOURING,MEN'S,SILK,Sandy Hill,April,1,Well-Known,LOW PRICE,Weekend
-8451679.6,5677334.929,2019,2019/06/04 00:00:00+00,Tuesday,RETIREMENT HOME,STOLEN,2250,GIANT,RACER,MEN'S,GRAY,Laurentian,June,4,Well-Known,AFFORDABLE,Week_Day
-8426299.354,5684917.81,2019,2019/04/23 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,STOLEN,1500,JAMIS,MOUNTAIN,MEN'S,BLUE,Glebe - Dows Lake,April,2,FAIRLY RECOGNIZED,AFFORDABLE,Week_Day
-8429448.983,5685580.706,2019,2019/09/07 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,277,NORCO,REGULAR,MEN'S,GRAY,Hintonburg - Mechanicsville,September,4,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8427310.347,5687082.46,2019,2019/04/25 00:00:00+00,Thursday,DWELLING UNIT,STOLEN,918,GIANT,MOUNTAIN,MEN'S,BLACK,Centretown,April,1,Well-Known,LOW PRICE,Week_Day
-8433222.221,5682977.504,2019,2019/08/28 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,679,GIANT,HYBRID,MEN'S,GRAY,Laurentian,August,5,Well-Known,LOW PRICE,Week_Day
-8427612.623,5687584.931,2019,2019/09/05 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",STOLEN,1850,GIANT,HYBRID,WOMEN'S,RED,Laurentian,September,0,Well-Known,AFFORDABLE,Week_Day
-8426304.021,5686303.276,2019,2019/04/23 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,3000,ARGON,RACER,MEN'S,WHITE,Centretown,April,0,FAIRLY RECOGNIZED,AFFORDABLE,Week_Day
-8420240.408,5686398.788,2019,2019/09/06 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,2000,NORCO,RACER,UNISEX,BLUE,Westboro,September,0,FAIRLY RECOGNIZED,AFFORDABLE,Week_Day
-8427211.945,5687829.275,2019,2019/04/24 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,1300,MEC,HYBRID,MEN'S,WHITE,Centretown,April,0,LESS-RECOGNIZED,AFFORDABLE,Week_Day
-8420240.408,5686398.788,2019,2019/09/06 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,700,MARLIN,MOUNTAIN,MEN'S,BLUE,East Industrial,September,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8426175.476,5686643.02,2019,2019/08/28 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,900,MOUNTAIN,MOUNTAIN,MEN'S,ORANGE,Centretown,August,2,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8425103.347,5689395.703,2019,2019/09/09 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,550,DIADORA,MOUNTAIN,MEN'S,BLACK,Centretown,September,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8425549.791,5687110.601,2019,2019/09/01 00:00:00+00,Monday,DWELLING UNIT,STOLEN,300,TREK,HYBRID,WOMEN'S,GRAY,Billings Bridge - Alta Vista,September,1,Well-Known,VERY LOW PRICE,Week_Day
-8428651.394,5665294.843,2019,2019/09/09 00:00:00+00,Monday,PARKING LOTS,STOLEN,400,DIADORA,HYBRID,UNISEX,GRAY,Lowertown,September,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8431921.572,5682418.733,2019,2019/09/08 00:00:00+00,Monday,"SINGLE HOME, HOUSE",STOLEN,1000,NORCO,MOUNTAIN,MEN'S,GREEN,Carleton University,September,9,FAIRLY RECOGNIZED,LOW PRICE,Week_Day
-8426937,5681425.815,2019,2019/09/09 00:00:00+00,Monday,UNIVERSITIES / COLLEGES,STOLEN,800,GIANT,MOUNTAIN,MEN'S,RED,Rideau Crest - Davidson Heights,September,1,Well-Known,LOW PRICE,Week_Day
-8427211.945,5687829.275,2019,2019/04/24 00:00:00+00,Wednesday,OPEN AREAS,STOLEN,1200,ECLIPSE,RACER,WOMEN'S,BLUE,Centretown,April,2,LESS-RECOGNIZED,AFFORDABLE,Week_Day
-8426937,5681425.815,2019,2019/09/09 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",STOLEN,500,OXYGEN,MOUNTAIN,MEN'S,SILK,East Industrial,September,0,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8436979.965,5675819.697,2019,2019/04/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",RECOVERED,300,NORCO,MOUNTAIN,UNISEX,GREEN,Centretown,April,2,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8424773.269,5681165.22,2019,2019/09/09 00:00:00+00,Monday,TRANSIT BUS / BUS SHELTER,STOLEN,200,ECM,MOUNTAIN,WOMEN'S,TURQUOISE,Overbrook - McArthur,September,1,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8426304.021,5686303.276,2019,2019/04/23 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,200,KUNSTADT,HYBRID,UNISEX,RED,Qualicum - Redwood Park,April,0,LESS-RECOGNIZED,VERY LOW PRICE,Week_Day
-8424482.855,5688336.915,2019,2019/09/07 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,650,GIANT,MOUNTAIN,MEN'S,BLACK,West Centretown,September,0,Well-Known,LOW PRICE,Weekend
-8436979.965,5675819.697,2019,2019/04/24 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",STOLEN,600,KONA,TOURING,UNISEX,RED,Centretown,April,0,Well-Known,LOW PRICE,Week_Day
-8426480.517,5688145.941,2019,2019/04/23 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,300,DEVINCI,HYBRID,MEN'S,YELLOW,Qualicum - Redwood Park,April,0,FAIRLY RECOGNIZED,VERY LOW PRICE,Week_Day
-8426962.85,5687415.787,2019,2019/09/06 00:00:00+00,Sunday,DWELLING UNIT,STOLEN,400,SCHWINN,HYBRID,WOMEN'S,PURPLE,Centretown,September,1,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
-8425285.641,5688552.221,2019,2019/04/22 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,400,SPECIALIZED,HYBRID,UNISEX,GRAY,Sandy Hill,April,11,Well-Known,VERY LOW PRICE,Week_Day
-8425660.563,5687782.318,2019,2019/04/22 00:00:00+00,Tuesday,DWELLING UNIT,STOLEN,500,DIAMONDBACK,HYBRID,WOMEN'S,BLACK,Glen Cairn - Kanata South Business Park,April,2,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8427195.664,5686453.45,2019,2019/08/24 00:00:00+00,Sunday,PARKING LOTS,STOLEN,500,TREK,HYBRID,WOMEN'S,TURQUOISE,Centretown,August,1,Well-Known,LOW PRICE,Weekend
-8427838.985,5686693.843,2019,2019/07/28 00:00:00+00,Tuesday,HOSPITAL,RECOVERED,850,TREK,HYBRID,MEN'S,GRAY,Sandy Hill,July,1,Well-Known,LOW PRICE,Week_Day
-8428103.009,5685873.123,2019,2019/09/07 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",STOLEN,500,IRON HORSE,MOUNTAIN,MEN'S,YELLOW,Sandy Hill,September,3,LESS-RECOGNIZED,LOW PRICE,Weekend
-8425320.894,5684517.191,2019,2019/07/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,STOLEN,750,CANNONDALE,HYBRID,MEN'S,GRAY,Glebe - Dows Lake,July,15,Well-Known,LOW PRICE,Week_Day
-8424886.513,5688790.631,2019,2019/09/06 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,STOLEN,4500,SALSA,OTHER,MEN'S,WHITE,Hintonburg - Mechanicsville,September,5,FAIRLY RECOGNIZED,HIGH,Weekend
-8427496.513,5687786.077,2019,2019/07/29 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,500,STATE BICYCLE C,RACER,MEN'S,GREEN,West Centretown,July,5,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8430528.559,5685782.516,2019,2019/09/06 00:00:00+00,Saturday,DWELLING UNIT,STOLEN,600,MOUNTAIN,MOUNTAIN,MEN'S,BLACK,Centretown,September,19,LESS-RECOGNIZED,LOW PRICE,Weekend
-8426123.955,5688676.619,2019,2019/07/28 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,STOLEN,300,TREK,REGULAR,WOMEN'S,RED,Centrepointe,July,0,Well-Known,VERY LOW PRICE,Week_Day
-8424934.186,5688410.528,2019,2019/09/07 00:00:00+00,Saturday,UNIVERSITIES / COLLEGES,STOLEN,600,NORCO,MOUNTAIN,MEN'S,BLACK,Sandy Hill,September,0,FAIRLY RECOGNIZED,LOW PRICE,Weekend
-8426480.517,5688145.941,2019,2019/07/30 00:00:00+00,Tuesday,OPEN AREAS,STOLEN,650,GARNEAU,MOUNTAIN,WOMEN'S,SILK,Sandy Hill,July,1,LESS-RECOGNIZED,LOW PRICE,Week_Day
-8425533.248,5687571.242,2019,2019/09/05 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,STOLEN,1600,TREK,HYBRID,UNISEX,BLACK,Sandy Hill,September,0,Well-Known,AFFORDABLE,Weekend
-8426358.103,5685015.416,2019,2019/09/05 00:00:00+00,Friday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,STOLEN,100,K2,MOUNTAIN,MEN'S,BLUE,Convent Glen - Orléans Woods,September,2,LESS-RECOGNIZED,VERY LOW PRICE,Weekend
